Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y
d07_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,5848,1515,1001,50,1625.98,831.02,9618,1495,1106,9743,1495,1102,5848,1519.864569,1001.360465,4065,1547.741451,327.197294,375505,1845.107961,874.2595385,3827,1536.129083,1260.03606,3864,1503.028209,1181.645963
d07_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,4314,2009,1368,63,1600.793651,433.2539683,10289,1520,419,9421,1358,410,4314,1998.84701,1373.611497,6862,1521.085689,341.9653162,357957,2042.458413,875.4900812,7091,1512.494853,345.0421661,4300,1999.196279,1374.75907
d07_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,2819,1634,1026,93,1725.677419,1096.139785,6247,1649,1062,6247,1649,1062,2819,1635.777935,1026.16105,3549,1522.904198,325.4787264,393515,1456.839094,358.9737164,3472,1525.893145,322.7381912,2819,1635.777935,1026.16105
d07_22_G03_1_2_T,glasshouse_b2,CALINGIRI,T1,R2,T,2429,1566,899,53,1563.471698,884.2830189,4959,1571,544,4668,1574,537,2429,1568.739399,896.9629477,3404,1573.646005,415.5890129,476869,1061.867991,877.3567667,1718,1614.696158,336.2398137,2402,1569.041216,899.0383014
d07_23_G03_1_3_T,glasshouse_b2,CALINGIRI,T1,R3,T,3705,1538,1147,79,1821.886076,350.9746835,4210,1757,297,4210,1757,297,3705,1540.333333,1146.980027,2144,1609.754198,308.0410448,330437,1453.893962,877.7410278,1884,1800.039809,328.5180467,2022,1521.310089,1283.13996
d07_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,2678,1149,890,58,1411.206897,569.4310345,8805,1726,475,9721,1526,602,2678,1148.750934,890.0881255,3463,1434.330927,672.1874098,353304,1455.898626,778.5770045,3050,1606.932787,353.8268852,2603,1146.104879,896.4037649
d07_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,2823,1324,323,62,1313.983871,353.6774194,5888,1451,419,6001,1451,419,2823,1330.414098,330.0541977,2335,1416.983298,286.5301927,258921,1449.895752,259.3990947,2674,1381.811892,291.6133134,2823,1330.414098,330.0541977
d07_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,2710,1568,453,75,1510.266667,253.5066667,5017,1563,406,4431,1468,1013,2710,1564.064945,453.1435424,2700,1488.9,288.5185185,260778,1457.926309,267.2859482,2228,1488.986984,272.4829443,2710,1564.064945,453.1435424
d07_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,3982,1444,534,60,1397.35,301.6833333,9538,1453,398,8002,1459,350,3982,1418.503767,534.2656956,3510,1391.229345,286.9344729,389274,1825.569391,269.0379296,2609,1358.783059,702.8440015,3967,1418.469876,534.7393496
d07_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,3083,1692,967,46,1585.652174,285.1956522,8043,1521,381,7223,1528,346,3083,1682.230944,966.643529,3628,1537.484564,254.1361632,385975,1828.752367,267.879443,4306,1561.228751,283.4396191,3083,1682.230944,966.643529
d07_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,1747,1485,321,64,1447.078125,196.515625,3331,1420,264,2617,1355,669,1747,1478.74585,321.3560389,2194,1448.092981,210.8195077,313483,1451.550224,283.404829,2227,1448.719802,212.1127077,1308,1337.13685,706.5267584
d07_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,1251,1324,666,63,1143.777778,1094.428571,2713,1372,364,2998,1372,364,1251,1323.706635,665.5419664,1688,1349.848934,272.9922986,334971,1454.93034,295.3608372,1251,1323.706635,665.5419664,1251,1323.706635,665.5419664
d07_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,1211,1496,245,57,1544.877193,266.0526316,3339,1490,238,3344,1490,238,1211,1496.635012,245.1180842,2001,1413.471264,211.6151924,299705,1460.527282,275.1993227,1780,1403.820225,209.7882022,1144,1497.738636,250.7718531
d07_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,3016,1477,310,70,1520.628571,269.0142857,3397,1481,293,2787,1360,625,2130,1331.546009,685.5788732,1958,1519.138407,268.9167518,309246,1451.717707,282.4755114,1151,1365.280626,611.9339705,2102,1332.733111,683.4400571
d07_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,3011,1238,727,49,1549.428571,221.4285714,5848,1375,380,6009,1174,935,3011,1241.995018,727.4207904,3194,1122.816218,805.2038197,415216,1035.616614,270.5354466,2365,1222.035095,782.4109937,3011,1241.995018,727.4207904
d07_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,5560,2014,851,47,2001.978723,858.8723404,11484,1519,1077,15361,1529,965,5560,1997.976079,859.2106115,7101,1400.789607,331.8212928,536412,1836.939082,465.7012856,4201,1551.321352,281.7105451,5396,2004.900667,872.7527798
d07_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,1839,1460,544,70,1452.857143,603.5428571,4169,1517,262,7615,1482,402,1839,1460.487221,543.6378467,2224,1425.553957,277.9842626,256227,1459.187947,256.2555546,2232,1428.885753,255.5291219,1839,1460.487221,543.6378467
d07_36_G05_0_4_S,glasshouse_b2,Hartog,T0,R4,S,3529,1452,710,64,1427.28125,793.1875,9206,1507,421,8819,1511,410,3529,1445.873335,706.488807,6362,1409.275228,317.7236718,348631,1452.877851,777.9450795,3216,1286.266791,335.1968284,2663,1430.883965,780.1430717
d07_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,3055,1341,915,63,1423.936508,773.6349206,2623,1246,1039,3534,1306,965,3055,1335.010802,913.1296236,1517,1404.878049,808.7791694,306857,1454.052412,869.0371965,1404,1425.225783,769.5990028,1703,1411.160893,795.1644157
d07_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,3310,1411,476,72,1448.375,340.5833333,4736,1388,528,6069,1297,644,3310,1394.982175,469.6610272,1751,1444.856082,354.8463735,305765,1440.87595,286.3247527,2552,1425.373433,414.0336991,3227,1398.884103,463.3969631
d07_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,1971,1768,962,57,1713.245614,609.0701754,3489,1703,460,5460,1723,653,1971,1768.091324,962.1577879,1971,1768.091324,962.1577879,334488,2026.359143,881.6724427,1971,1768.091324,962.1577879,1971,1768.091324,962.1577879
d07_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,2303,1364,411,63,1359.714286,412.2222222,3848,1558,340,3836,1558,340,2303,1367.212332,413.7585758,1483,1546.45381,406.2643291,298246,1456.417649,272.4168136,1657,1546.646349,397.9149065,2014,1547.714995,377.6032771
d07_41_G06_0_1_S,glasshouse_b2,3811,T0,R1,S,3954,1555,957,69,1676.115942,710.5072464,7591,1623,381,9754,1582,578,3524,1564.367196,920.4636776,3639,1644.361363,257.3632866,387243,1453.109735,351.2918426,3490,1641.735817,249.7475645,3524,1564.367196,920.4636776
d07_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,1979,1334,615,74,1354.864865,291.5810811,7354,1433,423,7565,1428,415,1979,1336.525518,615.3572511,2795,1164.90161,893.5856887,356798,1454.17668,765.9501455,3012,1172.747012,881.1626826,1979,1336.525518,615.3572511
d07_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,2884,1722,423,66,1754.393939,324.1969697,8515,1705,473,8515,1705,473,2884,1726.736824,424.5492372,6303,1690.767095,363.4459781,415865,1876.493619,271.9751722,6339,1690.913236,364.6275438,2830,1726.788339,422.9190813
d07_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,4954,1794,498,73,1565.123288,199.2739726,11698,1747,396,9393,1272,601,4954,1801.721034,494.2652402,4569,1745.603852,332.9266798,376561,1821.224922,268.9621097,2937,1727.685393,293.5274089,4884,1803.925471,498.6007371
d07_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,2604,1540,1170,64,1532.203125,1121.203125,4282,1505,993,4282,1505,993,2604,1537.081797,1169.956605,2174,1702.343606,431.274609,254241,1454.411991,261.481315,2174,1702.343606,431.274609,2604,1537.081797,1169.956605
d07_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,2047,1362,706,81,1652.45679,386.2962963,5851,1592,470,6848,1593,508,2047,1360.558867,704.4601856,2845,1591.759578,377.7876977,407848,1454.421792,363.9681695,2364,1571.378596,380.8489848,2047,1360.558867,704.4601856
d07_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,2465,1452,767,65,1399.476923,874.1692308,3556,1572,315,3556,1572,315,2465,1441.085598,763.7436105,1505,1568.053156,250.6146179,304363,1454.913337,282.3058026,1260,1405.053175,863.4587302,2465,1441.085598,763.7436105
d07_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,1644,1392,976,68,1570.191176,257.3382353,5161,1613,319,4931,1455,785,1644,1392.138686,976.7512165,4365,1632.232302,279.484307,210382,1461.942181,238.0208573,4365,1632.232302,279.484307,1644,1392.138686,976.7512165
d11_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,5532,2008,1915,57,1561.701754,433.7368421,13361,1886,1710,15366,1853,1652,5532,2009.56833,1913.909255,7360,1660.738723,463.3574728,527136,1701.449905,1634.635051,7071,1659.175788,453.0625088,5532,2009.56833,1913.909255
d11_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,5674,1772,1880,57,1939.596491,1910.719298,16617,1777,1718,17821,1762,1666,5674,1769.894078,1879.724357,7004,1976.69703,1328.548401,372689,1618.727803,1478.511982,5650,1540.216106,478.1895575,5674,1769.894078,1879.724357
d11_03_G01_0_3_T,glasshouse_b2,Gladius,T0,R3,T,9831,1409,1478,76,1690.894737,573.7763158,15881,1334,1634,23286,1435,1169,9831,1398.332418,1467.167633,9058,1488.225326,1177.600464,386813,1435.167598,1060.934072,7519,1277.619364,1845.297912,9831,1398.332418,1467.167633
d11_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,6232,1408,791,47,1828.702128,1457.297872,17970,1632,801,18184,1603,1684,6232,1388.109596,786.3278241,8577,1620.844584,521.915938,403778,1446.047197,371.598096,8358,1617.832137,515.4788227,6102,1384.467879,795.758276
d11_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,4885,1409,1386,66,1616.681818,1989.575758,12110,1699,629,13705,1585,941,4885,1413.398158,1387.362538,7680,1506.497526,1044.605208,351425,1458.755877,1346.488346,4227,1488.797729,1185.839839,4855,1413.229866,1389.566632
d11_06_G01_1_2_T,glasshouse_b2,Gladius,T1,R2,T,9368,1648,1472,79,1785.177215,1085.620253,14249,1681,788,15091,1632,1667,9368,1601.89272,1472.455807,8048,1642.838718,975.1780567,544968,1882.314356,1169.207667,8598,1618.186904,893.4504536,9368,1601.89272,1472.455807
d11_07_G01_1_3_T,glasshouse_b2,Gladius,T1,R3,T,10991,1465,1347,60,1342.55,1899.316667,15314,1395,1752,21016,1432,1550,9893,1446.503487,1400.642778,7589,1699.388457,1058.335617,363812,1452.515192,1007.330992,8773,1363.972529,1897.74148,9893,1446.503487,1400.642778
d11_08_G01_1_4_T,glasshouse_b2,Gladius,T1,R4,T,20544,1890,1235,55,1922.054545,1387.709091,14513,1862,1668,14345,1706,848,20544,1856.695775,1247.172264,7510,1718.573236,992.3455393,462536,1555.068496,494.3862964,9169,1704.494601,704.7010579,20544,1856.695775,1247.172264
d11_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,5742,1989,1876,62,1975.854839,1989.064516,12750,1974,1725,11696,1572,670,5742,1988.885057,1875.587252,5297,2466.454031,1530.341136,454188,2031.161746,1655.092426,5177,1587.717983,319.2476338,5742,1988.885057,1875.587252
d11_10_G02_0_1_T,glasshouse_b2,5489,T0,R2,T,10198,1717,758,79,1737.936709,291.6075949,15365,1753,515,15547,1914,1253,7414,1943.73024,1535.84799,6608,1706.971701,296.9664044,478558,1980.831408,432.9709753,7040,1674.055966,306.8487216,7414,1943.73024,1535.84799
d11_11_G02_0_3_T,glasshouse_b2,5489,T0,R3,T,6742,2254,1276,63,1487.968254,2198.285714,12832,1506,833,16222,1503,1449,6742,2238.37437,1285.131563,7173,1460.644082,2108.692318,376941,2067.313946,952.5879806,6200,1377.916613,2022.059677,6570,2246.868645,1297.229528
d11_12_G02_0_4_T,glasshouse_b2,5489,T0,R4,T,7169,1190,1196,55,1473.4,431.6909091,15735,1542,606,16012,1542,615,7169,1189.921188,1195.525178,10115,1644.123085,456.6251112,393445,1047.373966,881.0162691,5888,1557.29144,333.9733356,7169,1189.921188,1195.525178
d11_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,8734,1649,1344,49,1498.591837,630.8367347,10732,1621,873,11300,1611,914,8734,1701.902679,1330.9297,4924,1426.881194,1181.7829,429187,1901.865012,987.1362856,3420,1818.577485,1743.047953,8734,1701.902679,1330.9297
d11_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,7090,2017,1337,70,2066.528571,1417.728571,10205,2027,1373,7755,2047,1473,7090,2008.345275,1340.043865,4181,2043.316671,1335.682133,357237,2030.894988,1001.654761,5505,2034.362035,1294.981835,7090,2008.345275,1340.043865
d11_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,4191,1255,1396,83,755.4216867,1088.566265,8907,1265,1380,8907,1265,1380,4191,1252.468146,1395.334765,3595,785.3351878,1047.073992,303664,1456.452839,1466.306724,2485,1568.082093,351.7762575,4191,1252.468146,1395.334765
d11_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,5230,1725,1549,60,1672.716667,1378.166667,7165,1728,1568,9903,1569,1053,5230,1725.945507,1547.899426,4216,1674.039611,611.6212049,349471,2024.134103,1479.003228,2246,2245.352627,1462.723063,5230,1725.945507,1547.899426
d11_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,8178,2187,922,62,1299.032258,1924.693548,21179,1682,713,23539,1538,1493,8178,2159.905234,942.5195647,11616,1640.587982,490.0674931,387567,2057.723496,365.3836214,8552,1660.457788,413.465739,8178,2159.905234,942.5195647
d11_18_G03_0_2_T,glasshouse_b2,CALINGIRI,T0,R2,T,11253,1649,683,62,1446.064516,395.4516129,20105,1649,683,23343,1471,890,11253,1558.189283,700.3793655,8320,1450.691466,443.9551683,466296,1480.533176,440.2264699,7479,1453.441235,425.2293087,10667,1556.838849,716.7218524
d11_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,6304,1688,1557,68,1582.176471,1903.205882,15243,1539,828,15743,1538,841,6304,1686.735089,1557.294099,8222,1523.405862,597.2703722,330802,1438.06009,1368.681858,6775,1572.230111,1950.855793,6304,1686.735089,1557.294099
d11_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,8356,1983,1830,73,1397.287671,440.5890411,15856,1732,1870,18166,1759,1734,8356,1952.16192,1827.540211,8971,1894.265188,1963.902686,539150,1663.985909,1568.056333,7915,1434.648263,475.6835123,8141,1954.762437,1845.735413
d11_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,3984,1279,1313,50,1805.18,1527.02,13147,1795,1669,13554,1471,1632,3984,1277.235442,1313.385793,5636,1723.100071,1562.057665,364350,1458.543508,1013.710644,4540,1794.039868,1557.693612,3984,1277.235442,1313.385793
d11_22_G03_1_2_T,glasshouse_b2,CALINGIRI,T1,R2,T,5629,2009,1561,61,1944.737705,1802.868852,10903,1554,887,12870,1712,1417,5629,1994.623557,1561.229348,7122,1906.534962,1652.029065,529780,1861.909559,1059.704377,4564,1887.599912,1753.363278,5629,1994.623557,1561.229348
d11_23_G03_1_3_T,glasshouse_b2,CALINGIRI,T1,R3,T,6061,1447,1716,49,1450.714286,1808.469388,9545,1481,1548,10967,1487,1472,6061,1459.755651,1719.749051,4034,1515.435052,1262.800198,369920,1869.033699,1472.431499,3126,1663.580934,424.4085093,6061,1459.755651,1719.749051
d11_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,6559,2169,1411,67,1664.447761,419.1641791,14245,1520,882,18450,1395,1281,6559,2165.966611,1411.344107,7429,1157.688922,1831.783416,444951,1933.751393,967.9464638,4628,1594.714564,496.9667243,3934,2225.049568,1620.896543
d11_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,3551,1533,1460,89,1342.404494,436.3258427,7676,1261,604,7827,1259,609,3551,1547.410025,1456.699803,3848,1334.017931,453.4475052,341452,1456.938665,1448.089969,2712,1368.124263,406.5427729,3551,1547.410025,1456.699803
d11_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,2750,1350,1865,58,1524.534483,418.2413793,6508,1583,643,6467,1583,641,2750,1359.815636,1862.413091,2876,1514.563282,402.8390125,363436,1455.829654,318.6125343,2160,1490.003241,380.5162037,2750,1359.815636,1862.413091
d11_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,4024,1453,615,58,1352.172414,765.6551724,11015,1459,510,11015,1459,510,4024,1428.16327,615.137674,5000,1380.2498,403.4886,389714,1825.566438,269.4307877,3497,1360.870746,359.795825,3472,956.5423387,1660.110023
d11_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,3151,1689,1076,77,1548.077922,364.3246753,10325,1541,552,8898,970,1006,3151,1679.110124,1076.060298,7270,1522.595873,439.5364512,383732,1820.460053,269.1007552,7012,1527.318882,433.0029949,3151,1679.110124,1076.060298
d11_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,1968,1139,1299,96,1428.895833,309.0208333,4385,1461,497,4631,1454,527,1968,1141.922764,1300.07063,2200,1439.885,315.2459091,318062,1453.320035,285.0227094,2203,1439.942351,315.3685883,1968,1141.922764,1300.07063
d11_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,2818,1072,1630,62,1116.129032,1521.16129,3925,1117,1518,3925,1117,1518,2818,1070.351313,1629.823634,1590,1382.730189,370.8886792,326766,878.5829187,1471.879284,1590,1382.730189,370.8886792,2818,1070.351313,1629.823634
d11_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,2697,1336,1366,63,1468.444444,299.8412698,6329,1614,528,6330,1614,528,2697,1341.72525,1371.512792,3729,1564.260928,335.9018504,272868,1462.840388,269.7450745,3664,1561.662937,333.6877729,1733,1386.745528,1300.085401
d11_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,3076,1506,392,74,1505.635135,464.0945946,3757,1571,368,3198,1564,349,3076,1530.937256,399.5490897,1810,1544.025967,331.8325967,299941,1452.834224,277.448945,1391,1394.140906,699.2818116,3012,1529.087981,398.3857902
d11_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,3265,1196,777,64,1117.28125,698.421875,11360,1270,582,10593,1283,556,3265,1199.598775,778.6661562,4339,1085.716755,834.8236921,366782,870.8628013,877.5458229,3784,1072.694503,854.2640063,3265,1199.598775,778.6661562
d11_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,8318,2103,1060,70,1490,448.4571429,19313,1595,622,24277,1626,1424,8318,2089.530176,1065.465497,12432,1534.262387,443.0814028,224012,2171.591165,894.9351731,9414,1480.466858,380.2398555,7693,2111.469258,1112.859873
d11_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,2827,1465,552,63,1494.031746,323.9047619,10980,1471,488,10980,1471,488,2827,1465.859215,552.2419526,5310,1477.07646,309.9143126,385457,1819.655482,269.5649294,4720,1477.805508,287.7597458,2827,1465.859215,552.2419526
d11_36_G05_0_4_S,glasshouse_b2,Hartog,T0,R4,S,4851,1156,1669,68,1465.676471,455.5882353,17144,1478,696,22174,1333,1137,4851,1170.650175,1670.278499,8485,1489.463995,434.1381261,351428,885.8922738,1478.827083,5909,1416.095955,367.5659164,4619,1164.511799,1688.256982
d11_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,2003,1076,1852,64,1106.25,1392.765625,5676,1074,1722,8774,1193,1136,2003,1075.722916,1851.949576,2578,1345.292087,899.4868115,348902,870.0565574,1483.019398,2003,1075.722916,1851.949576,1986,1075.754783,1853.223565
d11_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,3863,2132,1548,54,1327.925926,515.7777778,12469,1128,1038,12469,1128,1038,3863,2147.556303,1538.546725,4929,1327.861838,546.7681071,382330,876.15563,1319.01171,5087,1318.785925,553.1195203,3863,2147.556303,1538.546725
d11_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,2362,1804,1067,85,1054.364706,1766.482353,5203,1784,904,5203,1784,904,2362,1803.584251,1066.574936,2412,1803.943201,1070.901741,279330,2011.912376,880.6619196,2412,1803.943201,1070.901741,2362,1803.584251,1066.574936
d11_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,2576,1637,1403,60,1188.966667,1041.716667,3581,1273,846,3581,1273,846,2576,1644.708463,1401.041925,1919,1206.468473,1002.706618,300881,1455.26215,881.4613651,962,1350.711019,551.470894,2576,1644.708463,1401.041925
d11_41_G06_0_1_S,glasshouse_b2,3811,T0,R1,S,4424,1559,1062,59,1505.728814,1515.881356,12068,1542,1535,12705,1546,1508,4424,1568.972197,1065.60217,5163,1613.818129,379.5429014,361461,1458.882776,1014.344397,7125,1536.226386,1686.117333,4424,1568.972197,1065.60217
d11_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,3338,1933,2097,51,1093.666667,1060.745098,14996,1313,710,15359,1306,726,3338,1923.155782,2099.79269,6217,1090.707254,944.5333762,376434,864.2205566,1291.041062,4810,954.1629938,1557.880457,2375,873.1174737,1594.399579
d11_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,5063,1419,1796,79,1688.78481,434.0506329,12483,1424,1733,12353,1421,1739,5063,1458.881296,1803.804661,7327,1638.1893,481.1901187,374375,1457.38064,334.7633442,5340,1713.432772,425.9217228,5063,1458.881296,1803.804661
d11_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,5870,1139,1405,49,1817,641.9387755,17295,1219,1229,19483,1181,953,5870,1135.713799,1402.550256,8594,1548.653479,373.8259251,379279,1816.628403,272.4632896,12636,1662.971193,474.6126939,5782,1782.217572,613.0830163
d11_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,3660,1550,1347,65,932.3538462,958.2153846,9105,1307,1527,9505,1311,1513,3660,1546.729508,1349.149454,5331,1455.381354,1395.304071,357107,863.9701546,874.6809556,4375,962.8395429,912.6009143,3660,1546.729508,1349.149454
d11_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,4915,1639,1547,58,1653.327586,528.3275862,7666,1633,1559,7692,1633,1559,4915,1653.013021,1547.069583,4616,1593.111352,570.4696707,324814,1923.812807,1474.777423,2993,1655.659539,1777.387905,4915,1653.013021,1547.069583
d11_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,3015,1206,1370,57,1578.157895,380.4210526,8272,1504,646,8498,1506,652,3015,1205.93068,1369.840796,4495,1553.390211,424.3922136,382368,1457.531603,987.1768506,4159,1558.708824,409.0134648,3015,1205.93068,1369.840796
d11_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,5858,1315,1413,65,1423.076923,847.3230769,10068,1314,1417,10799,1321,1387,5858,1319.785592,1415.215773,6709,1618.53391,434.4766731,411750,1446.544889,1024.588614,6052,1645.870952,420.6870456,5858,1319.785592,1415.215773
d15_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,9752,2161,2257,75,2307.64,2325.96,19646,2081,2238,24802,2149,1814,9752,2129.950779,2269.721596,12088,2301.424222,2432.894523,350554,2026.722351,1623.179479,11760,2306.690051,2443.872109,6107,845.8693303,2120.022925
